"","title","movieInfo","point","review"
"17","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=2?st=mcode&sword=189124&target=after","10",""
"18","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=2?st=mcode&sword=189124&target=after","10","진짜 넘 웃김,,,,스토리는 약간 뻔한 감이 있는데약간 극한직업처럼액션 + 재미로 보는 거 추천 "
"19","매트릭스","https://movie.naver.com/movie/point/af/list.nhn?&page=2?st=mcode&sword=24452&target=after","10","뭔 말이 필요하나? 그냥 나도 한번 "
"20","러브 액츄얼리","https://movie.naver.com/movie/point/af/list.nhn?&page=2?st=mcode&sword=36843&target=after","10","재미있겠니 없겠니? "
"21","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=196051&target=after","10","진짜 꼭 보세요ㅠㅜ아직도 마음이 웅장합니다... "
"22","옥자","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=143435&target=after","10","진짜 사람 불편하게 만드는데 뭐 있는데 이 불편함이 나쁜 불편함은 아님... 내 자신을 한 번 돌아볼 수 있게 해주는 영화같은 느낌ㅁ... "
"23","승리호","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=186342&target=after","10","볼 만해요!! 업동이 "
"24","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=189124&target=after","10","김영광 이선빈 케미 오짐 액션 안 좋아하지만 이건 개재밌어요 김영광 귀여워?? "
"25","어바웃 타임","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=92075&target=after","1","남주 너무 못생김..ㅋ "
"26","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=190011&target=after","2","영화 평점 태어나서 처음 남깁니다.진짜 재미없어요 쓰레기에 중국뽕맞은영화 "
"27","남매의 여름밤","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=189623&target=after","9","진짜 가족 캐스팅한 것 같다. 운동화 벗겨서 튈 때... ㅋㅋ "
"28","더 바디","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=99488&target=after","8","생각도 못한 반전끝나고 다시 한번 더본 영화한번 더보니 새로운것이 보인다 "
"29","새해전야","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=190382&target=after","10","이 영화를 보러 가는 이유는 바로 유인나 배우님과 청두링(?都?)，월래 유인나 배우님 팬이고 한국에서 중국 배우를 볼 수 있는 게 당연히 기분이 좋죠, 두 분 다 아름다우시고 연기력도 최고예요! 아주 좋은 영화이고 조용하게 잘 보면 힐링도 받을 수 있어요! 강추합니다~^^ "
"30","반딧불이의 묘","https://movie.naver.com/movie/point/af/list.nhn?&page=3?st=mcode&sword=30270&target=after","10","말이 필요한 작품인가. "
"31","리틀 포레스트","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=154449&target=after","10","나만 재밋게 본게 아니었네요 3번째보려다 다른사람들은 어떻게 평가할까 궁금해서 들어왔는데 상상 이상이네요~ "
"32","승리호","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=186342&target=after","8","다 잘 만들었는데 대사가 너무 진부함.... "
"33","승리호","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=186342&target=after","10",""
"34","다만 악에서 구하소서","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=189069&target=after","4","해외로케며 돈 많이 들었을텐데 ,참 아쉬운 영화.황정민님 국어책 읽는듯한 연기에 놀랍네요.ㅜㅜ반면 박정민님 연기  빛납니다. "
"35","조제","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=199393&target=after","10","생각보다 괜찮았어요~ "
"36","조제, 호랑이 그리고 물고기들","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=38464&target=after","10","흐잉 ㅠㅠㅠ 너무 좋습니다아 잔잔한 감정선 "
"37","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=189124&target=after","10","가볍게 웃으면서 즐길 수 있는 영화네요 가족들이랑 봐도 너무 좋을거 같아요 "
"38","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=189124&target=after","10","액션과 코믹의 조합이 좋았던bb "
"39","승리호","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=186342&target=after","8",""
"40","터미네이터 2:오리지널","https://movie.naver.com/movie/point/af/list.nhn?&page=4?st=mcode&sword=10200&target=after","10","인류가 남긴 3대 영화 : 바람과 함께 사라지다. 벤허. 터미네이터2....반박불과. "
"41","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=189124&target=after","8","큰 기대는 안했는데 의외네요 재밌게 잘 보고 왔습니다 "
"42","어바웃 타임","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=92075&target=after","10","사랑에 대한 잔잔한 감동과 대사의 소소한 재미가 있네요 "
"43","주홍글씨","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=38408&target=after","1","안 봤지만 1점 줌ㅋㅋㅋㅋ 살인마 영화를 보는 데 시간을 허비할 순 없지. 니가 이은주 죽였어. "
"44","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=196051&target=after","8","몰입역이 장난아니데잼ㅆ게봤어요 꼭보세요ㅔㅔ "
"45","소울","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=184517&target=after","10","그냥 보세요 그냥 보고 즐겁게 집에가면 됩니다.그리고 재밌게 살아요 모두 "
"46","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=189124&target=after","10","재밌음 엄청 너무 재밌음 "
"47","노트북","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=38899&target=after","10","보다 울었다. 둘의 순수한 사랑이 너무 와닿았다. "
"48","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=190011&target=after","10","몬헌 포터블 부터 시리즈부터 계속 즐기고 있는진성 몬헌빠가 본 감상액션이면 액션 스토리면 스토리 기가 막힙니다.특히 배우들 액션연기 최고로 기가 막힙니다!!!몬스터 CG 효과음 완전 실감 납니다..강력 추~~~천 드립니다......................................난 기가 막힌다고 했지 좋다 안했다..씨발 나만 죽을 수 없지..다 같이 죽자..이건 몬헌의 흑역사다 "
"49","자도빌 포위작전","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=137982&target=after","6","실화를 바탕으로 한 소재와 정치가와 군인의 차이를 보여주는 서사는 좋았지만 전쟁영화라고 하기에는 액션의 연출과 흡입력이 떨어진다. "
"50","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=5?st=mcode&sword=189124&target=after","10","김영광 너무 좋아ㅠㅠ 간만에 재밌는 영화 한편 본 듯 "
"51","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=189124&target=after","6","엄청 뻔하고 진부한 영화 ... "
"52","좋아해줘","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=136893&target=after","10","세 번 봤는데, 너무 좋네요. 강하늘씨 김주혁씨.. 최지우씨 너무귀여우세요 "
"53","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=196051&target=after","10","진짜 너무재밌게봤어요 ㅜ ㅜ 렌고쿠..ㅜ,ㅜ "
"54","죽지않는 인간들의 밤","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=183854&target=after","2","진짜진짜 재미없다.... "
"55","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=189124&target=after","9","기대 안했는데 꿀잼이네용? "
"56","어바웃 타임","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=92075&target=after","10","말이 필요없는 명작이지 "
"57","새해전야","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=190382&target=after","10","올해의, 내 인생 첫날은 바로 오늘이라는 느낌이 드는 '새해전야' !단순 해피엔딩이 아닌 우리의 일상처럼 전개되어 더 와닿았고, 보는내내 행복했습니다. "
"58","명탐정 코난: 진홍의 수학여행","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=199887&target=after","10","남도일 너무 잘생겼고..미란이 뽀뽀 보는 내내 설레서 죽을 뻔했다ㅇ-/-< "
"59","내가 살인범이다","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=78790&target=after","10","내가 본 한국 영화 중 최고 ! "
"60","빛과 철","https://movie.naver.com/movie/point/af/list.nhn?&page=6?st=mcode&sword=194084&target=after","10","한 장면 한 장면 그냥 지나칠 수 없었던영화였습니다. 끝나는 순간까지 너무 재미있었습니다. "
"61","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=196051&target=after","10","안봤으면 인생 절반 손해볼뻔봤네 휴 진짜로 꼭봐야한다 특히 전투씬에서 진짜 웅장하다 여러번 보는것 추천 "
"62","반도","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=185917&target=after","9","기대안하고 봤는데 잼있어요 "
"63","롱 리브 더 킹: 목포 영웅","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=179125&target=after","10","김래원은 멜로도, 액션도, 전라도 사투리도 다 되는구나. 구성이 쫀쫀하고 뺄 장면 하나없이 재미짐. "
"64","클로저","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=39723&target=after","10","진실을 너무 캐다가는 망할 수 있다 "
"65","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=189124&target=after","8","개성 강한 영화는 오랜만이였다! "
"66","죽지않는 인간들의 밤","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=183854&target=after","10","초등학교 어디 나왔어요? "
"67","어바웃 타임","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=92075&target=after","10",""
"68","승리호","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=186342&target=after","7","아까운 영화네요...대사가 얼마나 중요한데...관객이 지켜본다는 전제하에서 대사가 이뤄지는건데....그냥 등장인물끼리만 아는 대사전개가 너무하다....장면 확확 바뀌면서 뭐가뭔지 모르게 전개...대사에서 상황이 설명될게 너무 소홀히 다뤄짐. 연출 실력 좀, 관객이 지켜본다는 전제하에 관객의 의식을 좀 알면서 진행해가시길...다음 영화는 좀 잘만드시길...그래픽등.아주 잘 만듦..그러나 뭘 말하자는건지 모르게 진도가 나가서 너무 아쉬웠음 "
"69","아이 캔 스피크","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=161850&target=after","10","일본어로 자막해서 영화 못나가나? "
"70","해어화","https://movie.naver.com/movie/point/af/list.nhn?&page=7?st=mcode&sword=120165&target=after","9","시대를 배경으로 세트가 넘 이뻤구 감정이입시키는 연출방법도 좋았다고 생각합니다. 근데 또 너무 감정적으로 진행되다 보니 세 인물간의 갈등이 명쾌하게 끝난것도 아니고 심리적으로 너무 찝찝한 느낌을 남겨주는동시에 여운을 주는 영화에요. "
"71","해변의 에트랑제","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=196375&target=after","10","원작을안보고 봤는데 만화 구매해야할것같아요ㅠㅠ "
"72","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=189124&target=after","10","요즘 같은 답답한 시기에 웃으면서 볼 수 있어 좋았습니다 "
"73","언니","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=152344&target=after","1","스토리며 개연성이며 최악인 영화. 개연성은 어이없고(경찰이 절차대로 부탁하자 걍 끊고 아저씨 찍음) 액션은 아저씨를 여자로 바꿔서 패러디한 느낌.. "
"74","연인","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=10741&target=after","4","나만 보는 영화면 모르겠는데 남자들이 볼 영화라고 생각하면 에로영화로 느껴진다. 소녀의 감성으로 볼 수 있었으면 제일 좋겠지만 소녀에게 몰입하려고 해도 소비적으로만 느껴지는 자극적인 영상때문에 불편하다. 그래도 남자시선 싸구려 은교감성은 아니라고 느꼈다. "
"75","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=189124&target=after","9","볼만한 영화였어요! 재밋어요 ㅋ "
"76","터미네이터 2:오리지널","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=10200&target=after","10","이게 1991년도작품이다더설명할게있나 "
"77","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=189124&target=after","7","이선빈 진짜 너무이쁨~ ^^ "
"78","간이역","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=194022&target=after","10","시간적 여유만 있었으면 좀더 괜찮을거 같다는 생각입니다. 전체적으로 좋았습니다 "
"79","큰엄마의 미친봉고","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=196369&target=after","6","배우들 목소리도 안들리고 배경음악은 왜 이렇게 큰가요? 연기고 연출이고를 다 떠나 소리 때문에 집중이 안됨.ㅡㅡ "
"80","더블패티","https://movie.naver.com/movie/point/af/list.nhn?&page=8?st=mcode&sword=196361&target=after","1","별루...임.... "
"81","그린 랜턴: 반지의 선택","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=69990&target=after","10","스토리괜찮음 요즘나왔으면 후속작 나왔음 "
"82","우드잡","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=123688&target=after","8","건강한데 맛까지 좋은 영화. 마을 축제가 여러 가지 의미로 인상적이다. 훈도시라던가 대미를 장식한 피날레라던가 "
"83","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=189124&target=after","2","처음 시작할때 재미없을줄 알았는데막상 보니 총쏘는 장면이 무서웠긴 했지만영화 주인공이 액션 취하는 장면이 스릴 있었다 "
"84","소울","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=184517&target=after","10","흑형이 맞짱까는 영화인줄 알았는데 인생을 배워가는 영화였네요 "
"85","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=189124&target=after","2","보다가 40분 만에 나옴 도저히 못보겠더라 난...댓글 조작 하지마라 다들 어려운데 팩트만 얘기해줘라 기분전환하러왔다가  기분 잡치고 간다 정확하게 롯데가서 내돈 만이천원주고 보고왔다 "
"86","스파이 게임","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=31911&target=after","10","그냥 보쇼! 굿!!!! "
"87","더블패티","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=196361&target=after","10","너무 재밌는 영화에요..! "
"88","로망","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=182348&target=after","10","결혼하면서 배우자를 선택할때 첫번째가 같이 늙고싶은 사람이더라 "
"89","공범","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=93752&target=after","1","한국영화 사에 길이 남을 수작 이네요이 영화를 보면서 한 20년 한 욕을오늘 다 했다 퉤퉤퉤 "
"90","나미야 잡화점의 기적","https://movie.naver.com/movie/point/af/list.nhn?&page=9?st=mcode&sword=159862&target=after","1","이런 명작을 이렇게 연출할수가 있나요....ㅠㅠ 생선가게 뮤지션의 재생이 연주되는순간....가슴에서 탁!하고 감정선이 끊어졌어요 저는 더이상 못보고 그만 꺼버렸네요.... "
"91","승리호","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=186342&target=after","10","감동도 있고 스릴도 넘치고 배우들의 연기력도 돋보이며 짜임새 있는 영화였습니다!! 감독님 최고!! "
"92","8 마일","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=35626&target=after","10","에미넴 보는 재미ㅋㅋ 연기도 잘하네 "
"93","신의 한 수: 귀수편","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=179159&target=after","10","와진심와...말이안나옵니다... "
"94","더블패티","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=196361&target=after","1","답없더라 영화 본 시간아깝네 "
"95","#아이엠히어","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=189457&target=after","7","공항에서의 한국인들 모습이 다소 과장되 불친철해보이기도 하고.. 배두나의 분량이 생각보다 적고... 공항에 마중나오겠다고 했으면서 왜 나오지도 않고 연락도 안한건지 이유도  명확하지가 않고 제대로 사과도 하지 않는 모습에 감독의 연출력이 의심스럽고 좀 아쉽다...인천공항이나 광장시장, 남산 같은 유명 관장지 제대로 홍보하는듯한 영상은 좋았지만 코미디 영화라 하기엔 다소 소소하다...그냥  별생각없이 한국인으로써 프랑스 영화에 우리나라의 유명 관광지 곳곳이 나오는 영상을 즐기면서 본다면 나름 볼만한 영화다... "
"96","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=189124&target=after","10","기대 안 하고 봤는데 지루하지도 않고 재밌었음 "
"97","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=189124&target=after","10",""
"98","토탈 이클립스","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=17498&target=after","4","퀴어라서 역겨운 게 아니라 대머리 행동이 역겹다 "
"99","의천도룡기","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=16211&target=after","10","연출 연기 전부 10점근데 속편제작은 언제?스토리가 진짜 지린다. "
"100","오블리비언","https://movie.naver.com/movie/point/af/list.nhn?&page=10?st=mcode&sword=85633&target=after","8","년전에  만들어 졌지만 지금봐도 좋다. 드론 반전이 있어 좋다. 한국도SF  영화 잘 만들 었으면.. "
"101","빛과 철","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=194084&target=after","9","한국에도 이런 영화가 자주 나와야합니다. "
"102","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=190011&target=after","6","킬링타임용으론 나쁘지않음시간금방가버림! "
"103","나는 나를 해고하지 않는다","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=194074&target=after","2","역시 저예산....개빡침 ㅠㅠ "
"104","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=190011&target=after","7","딱 킬링타임용 액션영화 "
"105","소울","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=184517&target=after","6","애들이 보기에는 좋은영화내용이 짧고 스토리가 예상이 가능했음디즈니 치고 아쉬운 영화 ㅠㅠ "
"106","원더","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=151196&target=after","9","""힘겨운 싸움을 하는 모든 이들에게 친절하라."" "
"107","오베라는 남자","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=139613&target=after","10","인생은 먼지처럼 덧없다 "
"108","맨 온 파이어","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=38574&target=after","10","토니스콧의 스타일리쉬 연출감성 액션 연기란게 무엇인지 보여주는덴젤 워싱턴의 존재감그리고 다코타 패닝의 영리한 연기까지?다소 과소평가된 수작!!! "
"109","승리호","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=186342&target=after","8","스토리가 좀 아쉬운듯 그래픽은 놀라움 "
"110","승리호","https://movie.naver.com/movie/point/af/list.nhn?&page=11?st=mcode&sword=186342&target=after","10","유해진 업동이.. 진짜 신의 한수 너무 재밌다ㅠㅠ "
"111","점쟁이들","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=88453&target=after","10","이거 병맛으로 보는 영화임.아무 것도 생각 안하고 보면 재밌음 ㅋㅋㅋㅋ "
"112","공범자들","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=165461&target=after","10","어리석음을 깨우쳐주는 영화 "
"113","뉴스 오브 더 월드","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=191591&target=after","10","굳2다 이놈의10자다요 "
"114","담보","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=183866&target=after","6","뒤로 갈 수록 주체할 수 없는 신파본능 "
"115","69세","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=189373&target=after","10",""
"116","버드 박스","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=171475&target=after","6","정확한 정처가 나오면 좋게는데;; "
"117","마리오네트","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=197517&target=after","10",""
"118","터미네이터: 미래전쟁의 시작","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=66520&target=after","10","짜임새도 좋고 스토리도 재미있다. "
"119","소울","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=184517&target=after","10",""
"120","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?&page=12?st=mcode&sword=196051&target=after","10","두번 봄 ㅠㅠ "
"121","배우는 배우다","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=93017&target=after","1","노오잼100원으로 시청 가능 해서 봣는데진자 부모님 이랑 봣다가 민망해죽는줄 스토리 도 별로고단편영화 느낌 별로임 ㅡㅡ "
"122","스트레스 제로","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=197523&target=after","7","생각 외의 그래픽에 놀라고 곳곳에 보이는 서울의 배경이 친근하고 반가웠던. 국산 애니의 미래가 기대된다. "
"123","이스케이프 플랜3","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=167615&target=after","1","중국애들나오는건 주성치 빼고 다 노잼이다 "
"124","극장판 귀멸의 칼날: 무한열차편","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=196051&target=after","10","재밌음 꼭보세요 한번 후회안함 "
"125","미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=189124&target=after","1","코로나 때문이지..코로나 없었으면 일주일론에 내려갔을 것 같은 "
"126","승리호","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=186342&target=after","2","승리호별점 - 총 10점 "
"127","힘을 내요, 미스터 리","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=175316&target=after","10","힘을 내요, 미스터 리별점 - 총 10점 "
"128","위대한 쇼맨","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=106360&target=after","10","위대한 쇼맨별점 - 총 10점 "
"129","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=190011&target=after","2","몬스터 헌터별점 - 총 10점 "
"130","공동경비구역 JSA","https://movie.naver.com/movie/point/af/list.nhn?&page=13?st=mcode&sword=15899&target=after","10","공동경비구역 JSA별점 - 총 10점 "
"131","악마를 보았다","https://movie.naver.com/movie/point/af/list.nhn?&page=14?st=mcode&sword=72408&target=after","10","악마를 보고싶은가? 고개를 돌려 청와대를 보라. "
"132","북스마트","https://movie.naver.com/movie/point/af/list.nhn?&page=14?st=mcode&sword=183761&target=after","8","병맛 수위 하이틴 코미디. 캐릭터들 넘 매력있음. 사람은 겉으로 보이는 게 다가 아니라는. "
"133","터미네이터 2:오리지널","https://movie.naver.com/movie/point/af/list.nhn?&page=14?st=mcode&sword=10200&target=after","10","1991년 대한극장에서  다  끝나고도  기립박수를  하면서  객석을 나가지  않았던 기억을 잊을 수가  없습니다.  아카데미 시상식에 온듯한 착각이 들정도로 터미네이터2   !  미션임파서블처럼 최고! "
"134","몬스터 헌터","https://movie.naver.com/movie/point/af/list.nhn?&page=14?st=mcode&sword=190011&target=after","3","미스트(괴수)+디센트(동굴씬)+쥬라기월드(공룡)+반지의제왕(사우론의탑)+왕좌의게임(용용이)+때껄룩 =  떠올리면서 보니까 나름 재밌,,,읍읍 "
